,Latitude,Longitude,Year,Common_Name,day_mean,counts,day_std
268,40.86222100000001,-73.875191,2018,tuliptree,308.72222222222223,18,8.511622196637996
269,40.86222100000001,-73.875191,2018,white ash,296.44444444444446,9,6.267198558987721
270,40.86222100000001,-73.875191,2018,white oak,307.5,10,7.619419633775012
271,40.86222100000001,-73.875191,2019,American beech,312.3809523809524,42,10.371048776733437
272,40.86222100000001,-73.875191,2019,flowering dogwood,283.0,33,22.96464674232977
273,40.86222100000001,-73.875191,2019,northern red oak,297.25,36,15.516580993063059
274,40.86222100000001,-73.875191,2019,pignut hickory,309.48387096774195,93,10.537317643195756
275,40.86222100000001,-73.875191,2019,red maple,301.45283018867923,53,16.28303274262915
276,40.86222100000001,-73.875191,2019,sweetgum,307.94117647058823,34,11.262544995963207
277,40.86222100000001,-73.875191,2019,tuliptree,282.0851063829787,47,20.569954648165062
278,40.86222100000001,-73.875191,2019,white ash,272.1111111111111,9,5.2307849421584125
279,40.86222100000001,-73.875191,2019,white oak,298.7142857142857,14,19.11676095604456
280,40.862392,-73.877251,2019,flowering dogwood,281.0,1,
281,40.86245,-73.880371,2014,red maple,317.6666666666667,3,0.5773502691896216
282,40.863052,-73.881592,2016,sweetgum,320.5,4,8.812869377601524
283,40.863445,-73.87665600000003,2014,flowering dogwood,278.3333333333333,9,14.309088021254189
284,40.863445,-73.87665600000003,2014,northern red oak,305.45454545454544,11,12.793464240491208
285,40.863445,-73.87665600000003,2014,pignut hickory,299.8095238095238,21,12.14338934407956
286,40.863445,-73.87665600000003,2014,sugar maple,296.4736842105263,19,8.983740999115074
287,40.863445,-73.87665600000003,2014,sweetgum,287.77777777777777,9,10.732867484714626
288,40.863445,-73.87665600000003,2014,white oak,302.57142857142856,7,14.022091413874323
289,40.863445,-73.87665600000003,2015,flowering dogwood,286.8888888888889,18,19.908286447633955
290,40.863445,-73.87665600000003,2015,northern red oak,301.5238095238095,21,13.618439879879958
291,40.863445,-73.87665600000003,2015,pignut hickory,297.44827586206895,29,16.387247234394867
292,40.863445,-73.87665600000003,2015,sugar maple,292.25714285714287,35,15.851039782451949
293,40.863445,-73.87665600000003,2015,sweetgum,294.72727272727275,11,16.40177374000086
294,40.863445,-73.87665600000003,2015,white oak,300.7692307692308,13,12.35012716637529
295,40.863445,-73.87665600000003,2016,flowering dogwood,275.15384615384613,13,19.247710486558095
296,40.863445,-73.87665600000003,2016,northern red oak,315.6470588235294,17,12.010106038616962
297,40.863445,-73.87665600000003,2016,pignut hickory,309.61290322580646,31,13.265688622293819
298,40.863445,-73.87665600000003,2016,sugar maple,307.0952380952381,21,9.611996472662494
299,40.863445,-73.87665600000003,2016,sweetgum,303.3333333333333,9,8.645808232895293
300,40.863445,-73.87665600000003,2016,white oak,310.72727272727275,11,15.582624355935135
301,40.863445,-73.87665600000003,2017,flowering dogwood,263.0,3,8.18535277187245
302,40.863445,-73.87665600000003,2017,northern red oak,307.5,14,10.158361466905363
303,40.863445,-73.87665600000003,2017,pignut hickory,307.30434782608694,23,9.53669841196577
304,40.863445,-73.87665600000003,2017,sugar maple,303.77272727272725,22,9.8412727505465
305,40.863445,-73.87665600000003,2017,sweetgum,297.0,9,14.97497913187194
306,40.863445,-73.87665600000003,2017,white oak,305.85714285714283,7,14.369279400032235
307,40.863445,-73.87665600000003,2018,flowering dogwood,305.57142857142856,7,7.807200583588265
308,40.863445,-73.87665600000003,2018,northern red oak,313.09090909090907,11,7.105695538855367
309,40.863445,-73.87665600000003,2018,pignut hickory,306.60869565217394,23,9.456787511598518
310,40.863445,-73.87665600000003,2018,sugar maple,310.6875,16,6.384551667893356
311,40.863445,-73.87665600000003,2018,sweetgum,304.125,8,8.305548919676701
312,40.863445,-73.87665600000003,2018,white oak,314.1666666666667,6,7.574078601827865
313,40.863445,-73.87665600000003,2019,flowering dogwood,273.7142857142857,7,14.806690894257743
314,40.863445,-73.87665600000003,2019,northern red oak,302.57142857142856,7,19.277423261915683
315,40.863445,-73.87665600000003,2019,pignut hickory,297.2105263157895,19,14.120823659359028
316,40.863445,-73.87665600000003,2019,sugar maple,297.8666666666667,15,9.195236862222803
317,40.863445,-73.87665600000003,2019,sweetgum,286.6666666666667,12,18.172573407264696
318,40.863445,-73.87665600000003,2019,white oak,294.0,10,21.00264533603117
319,40.86404,-73.878288,2015,flowering dogwood,289.9,10,15.835613870850311
320,40.86404,-73.878288,2015,pignut hickory,303.5,2,4.949747468305833
321,40.86404,-73.878288,2015,striped maple,303.5,2,4.949747468305833
322,40.86404,-73.878288,2015,sugar maple,300.0,3,7.0
323,40.86404,-73.878288,2016,flowering dogwood,298.9166666666667,12,19.090494223486456
324,40.86404,-73.878288,2016,pignut hickory,317.5,4,8.812869377601524
325,40.86404,-73.878288,2016,striped maple,304.6666666666667,3,10.408329997330657
326,40.86404,-73.878288,2016,sugar maple,312.6,5,13.352902306240384
327,40.86404,-73.878288,2017,flowering dogwood,302.0,4,14.259499757471632
328,40.86404,-73.878288,2017,pignut hickory,302.0,2,5.656854249492381
329,40.86404,-73.878288,2017,striped maple,302.0,4,14.259499757471632
330,40.86404,-73.878288,2018,flowering dogwood,288.0,6,10.449880382090504
331,40.86404,-73.878288,2018,striped maple,303.0,1,
332,40.86404,-73.878288,2019,flowering dogwood,283.61538461538464,13,21.61225910426173
333,40.86404,-73.878288,2019,pignut hickory,306.1666666666667,6,9.304120950775868
334,40.86404,-73.878288,2019,striped maple,305.14285714285717,7,7.174690967295424
335,40.865566,-73.874001,2018,northern red oak,312.0,1,
336,40.865566,-73.874001,2018,pin oak,312.0,1,
337,40.865566,-73.874001,2018,tuliptree,312.0,1,
338,40.866119,-73.879341,2015,flowering dogwood,288.5,6,17.863370342687304
339,40.866119,-73.879341,2015,northern red oak,309.6666666666667,3,7.023769168568485
340,40.866119,-73.879341,2015,pin oak,309.6666666666667,3,7.023769168568485
341,40.866119,-73.879341,2015,silver maple,313.0,2,5.656854249492381
342,40.866119,-73.879341,2015,sweetgum,309.6666666666667,3,7.023769168568485
343,40.866119,-73.879341,2015,tuliptree,299.57142857142856,7,8.618916073713349
344,40.866119,-73.879341,2015,white oak,313.0,2,5.656854249492381
345,40.866119,-73.879341,2016,flowering dogwood,308.3333333333333,3,7.023769168568499
346,40.866119,-73.879341,2016,northern red oak,314.6666666666667,3,13.503086067019389
347,40.866119,-73.879341,2016,pin oak,328.0,1,
348,40.866119,-73.879341,2016,silver maple,314.6666666666667,3,13.503086067019389
349,40.866119,-73.879341,2016,sweetgum,321.5,2,9.192388155425117
350,40.866119,-73.879341,2016,tuliptree,301.0,7,20.231987873991354
351,40.866119,-73.879341,2016,white oak,317.3333333333333,3,9.712534856222318
352,40.866119,-73.879341,2017,flowering dogwood,312.6666666666667,3,7.637626158259725
353,40.866119,-73.879341,2017,sweetgum,311.0,1,
354,40.866119,-73.879341,2017,tuliptree,308.5,2,3.5355339059327378
355,40.866119,-73.879341,2018,flowering dogwood,296.4,5,14.48447444679993
356,40.866119,-73.879341,2018,sweetgum,315.5,2,3.5355339059327378
357,40.866119,-73.879341,2018,tuliptree,306.75,4,11.786291472158096
358,40.866119,-73.879341,2018,white oak,312.0,3,6.557438524302
359,40.866119,-73.879341,2019,flowering dogwood,275.25,8,19.40360791193225
360,40.866119,-73.879341,2019,pin oak,304.1666666666667,6,17.38294183004324
